followee,country,count,rank
16365636,Belgium,93,40
18909186,Taiwan,93,49
19617105,Romania,93,32
22090282,Slovenia,93,58
36184220,Romania,93,33
44886859,Turkey,93,91
69183155,Vietnam,93,65
74286565,Sri Lanka,93,34
74679662,Nepal,93,31
78010944,Kuwait,93,30
91478624,South Korea,93,43
101743223,Turkey,93,92
160926944,Scotland,93,21
169927844,South Korea,93,44
180505807,South Korea,93,45
487118986,Nepal,93,32
821045162,Denmark,93,7
2803191,Vietnam,92,66
3108351,Taiwan,92,50
5988062,Nepal,92,33
11348282,Taiwan,92,51
11348282,Belgium,92,41
15846407,Turkey,92,93
17471979,Ukraine,92,40
56377143,Poland,92,5
56505125,Vietnam,92,67
101695592,Nepal,92,34
101743223,Portugal,92,66
164509454,South Korea,92,46
166739404,Vietnam,92,68
166739404,Taiwan,92,52
170965705,Taiwan,92,53
173992307,Portugal,92,67
382267114,Colombia,92,84
398593054,Kuwait,92,31
625760052,Nepal,92,35
627673190,Slovenia,92,59
3241480459,Nepal,92,36
742143,Azerbaijan,91,14
807095,Kuwait,91,32
2097571,Switzerland,91,62
2097571,Portugal,91,68
2467791,Portugal,91,69
2803191,Turkey,91,94
2834511,Switzerland,91,63
10228272,Azerbaijan,91,15
14173315,Turkey,91,95
15224867,Taiwan,91,54
15846407,Slovenia,91,60
16365636,Romania,91,34
16898427,Azerbaijan,91,16
17471979,Romania,91,35
17919972,South Korea,91,47
19895282,Sri Lanka,91,35
22090282,Portugal,91,70
61569136,Scotland,91,22
79293791,Vietnam,91,69
80298043,Switzerland,91,64
91478624,Colombia,91,85
115485051,Portugal,91,71
173992307,Turkey,91,96
173992307,Vietnam,91,70
175883705,Ukraine,91,41
216392997,Poland,91,6
225334453,Oman,91,45
365918709,Nepal,91,37
1307120064,Vietnam,91,71
2308483814,Nepal,91,38
612473,Vietnam,90,72
1774391,Turkey,90,97
3108351,Nepal,90,39
15425377,Serbia,90,38
17471979,Belgium,90,42
18681139,Nepal,90,40
19106719,Kuwait,90,33
20626359,Sweden,90,12
21408400,Belgium,90,43
27067896,Slovenia,90,61
41571188,Scotland,90,23
45452226,Sri Lanka,90,36
50393960,Belgium,90,44
51241574,Slovenia,90,62
88856792,Sri Lanka,90,37
101695592,Sri Lanka,90,38
106062176,Oman,90,46
155659213,Vietnam,90,73
180505807,Portugal,90,72
527526077,Scotland,90,24
821045162,Poland,90,7
2467791,Ukraine,89,42
14159148,Slovenia,89,63
15066760,South Korea,89,48
17471979,Oman,89,47
17471979,Sri Lanka,89,39
19110632,Slovenia,89,64
20536157,Oman,89,48
21764143,Sweden,89,13
33875003,Slovenia,89,65
34713362,Vietnam,89,74
45621423,Sweden,89,14
46636018,Kuwait,89,34
58428956,South Korea,89,49
63655447,Switzerland,89,65
85603854,Slovenia,89,66
91946403,South Korea,89,50
96951800,Colombia,89,86
124476322,Scotland,89,25
152966047,South Korea,89,51
170620083,Ukraine,89,43
198172757,Nepal,89,41
612473,Scotland,88,26
1652541,South Korea,88,52
1774391,Slovenia,88,67
4898091,Turkey,88,98
14230524,Slovenia,88,68
14363353,Turkey,88,99
14363353,Portugal,88,73
14589119,Finland,88,4
15687507,Scotland,88,27
16211434,Turkey,88,100
18909186,Nepal,88,42
20626359,Oman,88,49
21477362,Oman,88,50
22781017,Switzerland,88,66
26462022,Slovenia,88,69
30899115,Colombia,88,87
45621423,Kazakhstan,88,2
45621423,Poland,88,8
56505125,Colombia,88,88
66346348,Oman,88,51
74286565,Ukraine,88,44
87818409,Portugal,88,74
134196350,Belgium,88,45
184910040,Vietnam,88,75
218730857,Kuwait,88,35
354838265,Nepal,88,43
1598007750,Nepal,88,44
2949204853,Sri Lanka,88,40
759251,Azerbaijan,87,17
2467791,Switzerland,87,67
14293310,Oman,87,52
14363353,Slovenia,87,70
18839785,Sri Lanka,87,41
20626359,Kuwait,87,36
20823928,Ukraine,87,45
20823928,Romania,87,36
23413363,Taiwan,87,55
23563916,Taiwan,87,56
30313925,Colombia,87,89
51241574,South Korea,87,53
51241574,Switzerland,87,68
51241574,Ukraine,87,46
51241574,Romania,87,37
64698539,Nepal,87,45
74286565,Slovenia,87,71
101743223,Switzerland,87,69
122969292,Kuwait,87,37
136002930,Kuwait,87,38
171117515,Sri Lanka,87,42
180295902,Denmark,87,8
245697549,Taiwan,87,57
343627165,Colombia,87,90
382267114,Slovenia,87,72
821045162,Kazakhstan,87,3
2097571,Nepal,86,46
2467791,Romania,86,38
2557521,Colombia,86,91
5120691,Switzerland,86,70
5920532,Sweden,86,15
5988062,Taiwan,86,58
15425377,Taiwan,86,59
15425377,Sweden,86,16
15448383,Taiwan,86,60
15670515,Sri Lanka,86,43
17093617,Vietnam,86,76
19110632,Serbia,86,39
20132853,Scotland,86,28
20536157,Romania,86,39
26565946,Ukraine,86,47
27860681,Nepal,86,47
30313925,Switzerland,86,71
31348594,Nepal,86,48
33933259,Colombia,86,92
34507480,Slovenia,86,73
39559926,Switzerland,86,72
51241574,Taiwan,86,61
51241574,Portugal,86,75
56377143,Zimbabwe,86,6
56970775,South Korea,86,54
60458250,South Korea,86,55
74286565,Colombia,86,93
87818409,Switzerland,86,73
90836187,Colombia,86,94
91478624,Ukraine,86,48
101311381,Sri Lanka,86,44
118552439,Taiwan,86,62
124476322,Finland,86,5
132800515,South Korea,86,56
180505807,Switzerland,86,74
180505807,Kuwait,86,39
180505807,Oman,86,53
218730857,Sweden,86,17
218730857,Sri Lanka,86,45
243381107,Vietnam,86,77
487118986,Ukraine,86,49
30973,Vietnam,85,78
813286,Sweden,85,18
1652541,Nepal,85,49
2467791,Nepal,85,50
5715752,Switzerland,85,75
12397052,Portugal,85,76
15846407,Colombia,85,95
19106719,Sri Lanka,85,46
20609518,Nepal,85,51
22536055,Nepal,85,52
27260086,Ukraine,85,50
30313925,Slovenia,85,74
31143957,Colombia,85,96
38679388,Vietnam,85,79
44886859,Portugal,85,77
47856818,South Korea,85,57
91478624,Romania,85,40
106062176,Kuwait,85,40
122324018,Sri Lanka,85,47
155659213,Ukraine,85,51
202985146,Switzerland,85,76
205437050,Vietnam,85,80
297169759,South Korea,85,58
297169759,Sri Lanka,85,48
1652541,Sri Lanka,84,49
2097571,Romania,84,41
2467791,South Korea,84,59
5402612,Sweden,84,19
5988062,Belgium,84,46
5988062,Romania,84,42
8161232,Portugal,84,78
14173315,Vietnam,84,81
15425377,Romania,84,43
16365636,South Korea,84,60
17219108,Slovenia,84,75
18909186,Scotland,84,29
18976076,Belgium,84,47
19397785,Slovenia,84,76
23375688,Vietnam,84,82
27067896,Portugal,84,79
28785486,Vietnam,84,83
32751684,Taiwan,84,63
38676903,Romania,84,44
79293791,Serbia,84,40
113419517,Nepal,84,53
145125358,Sri Lanka,84,50
194028861,Sri Lanka,84,51
243711009,Kuwait,84,41
366987179,Vietnam,84,84
377026626,Nepal,84,54
471741741,Nepal,84,55
1307725646,Nepal,84,56
4808861,Belgium,83,48
7587032,Scotland,83,30
11348282,South Korea,83,61
14697575,Zimbabwe,83,7
15670515,Slovenia,83,77
16211434,Portugal,83,80
18863815,Colombia,83,97
19397785,Portugal,83,81
21447363,South Korea,83,62
21447363,Portugal,83,82
21887420,Portugal,83,83
22919665,Sri Lanka,83,52
33933259,Nepal,83,57
56377143,Finland,83,6
77006492,Belgium,83,49
79293791,Ukraine,83,52
92424604,Sri Lanka,83,53
106062176,Azerbaijan,83,18
113259902,South Korea,83,63
348379865,Vietnam,83,85
382267114,Taiwan,83,64
1356593833,Sri Lanka,83,54
2427039719,Sri Lanka,83,55
11348282,Nepal,82,58
15425377,Scotland,82,31
16211434,Switzerland,82,77
16898427,Sweden,82,20
16898427,Nepal,82,59
19110632,Vietnam,82,86
19397785,Ukraine,82,53
21401523,Oman,82,54
21739712,Sweden,82,21
26504260,Belgium,82,50
27067896,Serbia,82,41
31685653,Taiwan,82,65
41866995,South Korea,82,64
50393960,Kazakhstan,82,4
52032722,Kuwait,82,42
56377143,Azerbaijan,82,19
56377143,Nepal,82,60
101743223,Belgium,82,51
118720645,South Korea,82,65
157981564,Belgium,82,52
173992307,Romania,82,45
256930894,Kuwait,82,43
382267114,Ukraine,82,54
444465942,South Korea,82,66
1339835893,Switzerland,82,78
813286,Kazakhstan,81,5
1652541,Kuwait,81,44
3108351,Belgium,81,53
11348282,Romania,81,46
12397052,Slovenia,81,78
14159148,Taiwan,81,66
14293310,Serbia,81,42
18909186,Denmark,81,9
19110632,Portugal,81,84
20609518,Colombia,81,98
20626359,Taiwan,81,67
21447363,Serbia,81,43
21759987,Switzerland,81,79
26223583,Belgium,81,54
26223583,Serbia,81,44
36184220,Serbia,81,45
44886859,Switzerland,81,80
64672345,Switzerland,81,81
70006375,Kuwait,81,45
74286565,Portugal,81,85
110936556,South Korea,81,67
180505807,Slovenia,81,79
260907612,Kuwait,81,46
260907612,Oman,81,55
719735953,Belgium,81,55
2396003492,Sri Lanka,81,56
742143,Scotland,80,32
1774391,Portugal,80,86
2097571,South Korea,80,68
2803191,Sri Lanka,80,57
5920532,Kuwait,80,47
5920532,Oman,80,56
14293310,Romania,80,47
15846407,Ukraine,80,55
16077698,Sri Lanka,80,58
17919972,Sri Lanka,80,59
18332190,Kazakhstan,80,6
18681139,Sri Lanka,80,60
20536157,Nepal,80,61
61507091,Taiwan,80,68
72484859,Vietnam,80,87
87818409,Ukraine,80,56
91478624,Taiwan,80,69
98382537,Switzerland,80,82
136071451,Zimbabwe,80,8
173992307,Serbia,80,46
186712788,Taiwan,80,70
187853842,Switzerland,80,83
259925559,Serbia,80,47
343627165,Vietnam,80,88
436702610,Belgium,80,56
627673190,Ukraine,80,57
783214,Kazakhstan,79,7
8161232,Sri Lanka,79,61
16211434,Serbia,79,48
16409683,Slovenia,79,80
17007639,Switzerland,79,84
17471979,South Korea,79,69
20536157,Serbia,79,49
21111883,Vietnam,79,89
21401523,Scotland,79,33
22536055,Poland,79,9
25103967,Portugal,79,87
54904679,Sweden,79,22
62724059,Taiwan,79,71
71201743,Sri Lanka,79,62
87818409,Slovenia,79,81
91478624,Nepal,79,62
106062176,Sweden,79,23
106062176,Poland,79,10
113419517,Sri Lanka,79,63
115286138,Vietnam,79,90
326359913,Slovenia,79,82
612473,Portugal,78,88
2097571,Belgium,78,57
2097571,Serbia,78,50
2097571,Oman,78,57
3108351,Serbia,78,51
5988062,Serbia,78,52
7849082,Slovenia,78,83
8161232,Slovenia,78,84
10228272,Scotland,78,34
11348282,Oman,78,58
14293310,Sri Lanka,78,64
15066760,Taiwan,78,72
19106719,Scotland,78,35
21447363,Sri Lanka,78,65
22090282,South Korea,78,70
30313925,Belgium,78,58
33933259,Slovenia,78,85
33933259,Ukraine,78,58
44335525,Ukraine,78,59
44886859,Slovenia,78,86
51241574,Nepal,78,63
72192070,Vietnam,78,91
74286565,Taiwan,78,73
100220864,Taiwan,78,74
196994616,Belgium,78,59
239760107,Vietnam,78,92
243381107,Ukraine,78,60
297169759,Slovenia,78,87
415859364,Slovenia,78,88
441854978,Scotland,78,36
1536791610,Switzerland,78,85
428333,Zimbabwe,77,9
8161232,Zimbabwe,77,10
8720562,Switzerland,77,86
10228272,Kazakhstan,77,8
14159148,Belgium,77,60
15425377,Denmark,77,10
15425377,Poland,77,11
15846407,Portugal,77,89
16557472,Scotland,77,37
17365848,Slovenia,77,89
20508222,Scotland,77,38
21401523,Poland,77,12
21764143,Denmark,77,11
23573083,Ukraine,77,61
31927467,Colombia,77,99
33875003,Scotland,77,39
34713362,South Korea,77,71
38679388,Colombia,77,100
50393960,Scotland,77,40
55507370,Vietnam,77,93
91478624,Sri Lanka,77,66
114508061,Switzerland,77,87
168606635,Sri Lanka,77,67
180295902,Finland,77,7
215952307,Scotland,77,41
260907612,Denmark,77,12
260907612,Poland,77,13
303862998,Nepal,77,64
3002789437,Sri Lanka,77,68
1379801,Finland,76,8
1652541,Belgium,76,61
2097571,Sri Lanka,76,69
2459371,Portugal,76,90
2467791,Taiwan,76,75
5402612,Zimbabwe,76,11
8161232,Belgium,76,62
14293310,Belgium,76,63
15092616,Taiwan,76,76
15425377,Ukraine,76,62
16409683,Sri Lanka,76,70
17219108,Switzerland,76,88
19273963,Taiwan,76,77
19397785,Kuwait,76,48
19617105,Scotland,76,42
20536157,Kuwait,76,49
23976386,Slovenia,76,90
26223583,Portugal,76,91
31311757,Vietnam,76,94
35094637,Slovenia,76,91
36048614,Finland,76,9
44084633,Slovenia,76,92
50393960,Sweden,76,24
79293791,Sri Lanka,76,71
87118217,Sri Lanka,76,72
87170183,Nepal,76,65
87818409,Romania,76,48
166739404,Sri Lanka,76,73
378197959,Vietnam,76,95
382267114,Portugal,76,92
807095,Sweden,75,25
1774391,Switzerland,75,89
5988062,Azerbaijan,75,20
8161232,Vietnam,75,96
12397052,Serbia,75,53
14159148,Oman,75,59
14230524,Serbia,75,54
14872237,Slovenia,75,93
15670515,Taiwan,75,78
16409683,Ukraine,75,63
16898427,Zimbabwe,75,12
16898427,Finland,75,10
17219108,Portugal,75,93
18909186,Finland,75,11
22090282,Serbia,75,55
22090282,Sweden,75,26
22536055,Sri Lanka,75,74
22536055,Finland,75,12
33933259,South Korea,75,72
33933259,Sri Lanka,75,75
40205617,Belgium,75,64
47363197,Vietnam,75,97
51241574,Oman,75,60
56377143,Sri Lanka,75,76
56631494,Nepal,75,66
180295902,Slovenia,75,94
209004862,Scotland,75,43
219255067,Ukraine,75,64
637313893,South Korea,75,73
30973,Taiwan,74,79
428333,Sweden,74,27
1344951,Switzerland,74,90
2459371,Vietnam,74,98
2459371,Sri Lanka,74,77
5988062,Sri Lanka,74,78
6017542,South Korea,74,74
12397052,Switzerland,74,91
14159148,Portugal,74,94
14363353,Vietnam,74,99
14511951,Switzerland,74,92
16211434,Romania,74,49
16365636,Taiwan,74,80
17919972,Nepal,74,67
19617105,Sweden,74,28
20823928,South Korea,74,75
21759987,Slovenia,74,95
23375688,Ukraine,74,65
27860681,Ukraine,74,66
33875003,Portugal,74,95
38676903,Ukraine,74,67
38676903,Poland,74,14
45621423,Denmark,74,13
56505125,Sri Lanka,74,79
66591836,Ukraine,74,68
87818409,South Korea,74,76
136002930,Ukraine,74,69
160952087,Scotland,74,44
242245578,Ukraine,74,70
343627165,Ukraine,74,71
382267114,Switzerland,74,93
1339835893,Slovenia,74,96
742143,Zimbabwe,73,13
813286,Denmark,73,14
1774391,Vietnam,73,100
2803191,Ukraine,73,72
7849082,Belgium,73,65
8161232,Sweden,73,29
14363353,Romania,73,50
14511951,South Korea,73,77
16365636,Scotland,73,45
16365636,Sweden,73,30
17365848,Portugal,73,96
19110632,Switzerland,73,94
19110632,Romania,73,51
19397785,South Korea,73,78
20106985,Scotland,73,46
20536157,Ukraine,73,73
21759987,Sweden,73,31
21887420,Slovenia,73,97
22090282,Taiwan,73,81
22536055,Denmark,73,15
22919665,Oman,73,61
25365536,Ukraine,73,74
79293791,Taiwan,73,82
87818409,Nepal,73,68
106062176,Taiwan,73,83
124476322,Austria,73,1
148711787,Ukraine,73,75
1652541,Serbia,72,56
1774391,Serbia,72,57
8161232,Romania,72,52
15066760,Scotland,72,47
15670515,Ukraine,72,76
15670515,Portugal,72,97
17919972,Serbia,72,58
19106719,Nepal,72,69
20626359,Zimbabwe,72,14
20823928,Sweden,72,32
21401523,Kuwait,72,50
21887420,Switzerland,72,95
22090282,Scotland,72,48
22090282,Romania,72,53
26565946,Serbia,72,59
28785486,South Korea,72,79
36184220,Ukraine,72,77
38679388,Sri Lanka,72,80
51376979,Nepal,72,70
61235377,Zimbabwe,72,15
88856792,Oman,72,62
91478624,Serbia,72,60
122453931,Azerbaijan,72,21
166607010,Slovenia,72,98
218730857,Nepal,72,71
265902729,Scotland,72,49
297169759,Oman,72,63
348379865,Slovenia,72,99
1536791610,Belgium,72,66
813286,Zimbabwe,71,16
1652541,Scotland,71,50
1774391,Romania,71,54
8161232,Ukraine,71,78
10933662,Slovenia,71,100
14159148,Serbia,71,61
14230524,Portugal,71,98
14363353,Serbia,71,62
15425377,Kuwait,71,51
16365636,Ukraine,71,79
16898427,Denmark,71,16
16898427,Poland,71,15
17020962,Scotland,71,51
17753033,Scotland,71,52
19617105,Oman,71,64
20536157,Belgium,71,67
20823928,Poland,71,16
25103967,Romania,71,55
26969502,Ukraine,71,80
27067896,Romania,71,56
44084633,Taiwan,71,84
44588485,Nepal,71,72
50393960,Zimbabwe,71,17
57928790,Nepal,71,73
74286565,Switzerland,71,96
74286565,Serbia,71,63
85603854,Ukraine,71,81
87416722,Scotland,71,53
106062176,Scotland,71,54
183230911,Nepal,71,74
297169759,Portugal,71,99
409089061,Sri Lanka,71,81
1335841165,Ukraine,71,82
1339835893,Nepal,71,75
612473,South Korea,70,80
2467791,Oman,70,65
14700316,Ukraine,70,83
15378041,Oman,70,66
15485441,Portugal,70,100
15846407,Romania,70,57
16365636,Oman,70,67
16409683,Taiwan,70,85
17471979,Kuwait,70,52
18549724,Sweden,70,33
19923144,Taiwan,70,86
20609518,Taiwan,70,87
20626359,Nepal,70,76
20626359,Denmark,70,17
22536055,Azerbaijan,70,22
25103967,Serbia,70,64
36184220,Nepal,70,77
38679388,Taiwan,70,88
56505125,Ukraine,70,84
74286565,Oman,70,68
145125358,Oman,70,69
155659213,Serbia,70,65
180505807,Belgium,70,68
180505807,Sri Lanka,70,82
218730857,Poland,70,17
821045162,Austria,70,2
828742454,South Korea,70,81
1542862735,Poland,70,18
428333,Scotland,69,55
428333,Kazakhstan,69,9
2803191,Taiwan,69,89
5920532,Poland,69,19
11348282,Kuwait,69,53
14159148,Azerbaijan,69,23
14230524,Ukraine,69,85
15066760,Nepal,69,78
15846407,Switzerland,69,97
17093617,Switzerland,69,98
18332190,Austria,69,3
19106719,Sweden,69,34
19401532,Scotland,69,56
19617105,Azerbaijan,69,24
21366823,South Korea,69,82
21759987,Belgium,69,69
24744541,Belgium,69,70
27067896,Sweden,69,35
30313925,South Korea,69,83
54904679,Denmark,69,18
79293791,Romania,69,58
124476322,Zimbabwe,69,18
218730857,Denmark,69,19
218730857,Zimbabwe,69,19
243381107,Taiwan,69,90
382267114,Serbia,69,66
759251,Zimbabwe,68,20
807095,Kazakhstan,68,10
2467791,Belgium,68,71
4898091,South Korea,68,84
5402612,Kazakhstan,68,11
11348282,Scotland,68,57
14363353,Switzerland,68,99
14493047,Poland,68,20
14589119,Austria,68,4
17169453,Belgium,68,72
18949452,Switzerland,68,100
19397785,Oman,68,70
20626359,Sri Lanka,68,83
24886570,Taiwan,68,91
25103967,Ukraine,68,86
36184220,Belgium,68,73
38679388,Ukraine,68,87
39540130,Finland,68,13
39559926,Belgium,68,74
45621423,Austria,68,5
61804151,Belgium,68,75
73992972,Taiwan,68,92
74286565,South Korea,68,85
146500034,Belgium,68,76
627673190,Serbia,68,67
1907462197,Finland,68,14
807095,Zimbabwe,67,21
2097571,Azerbaijan,67,25
8161232,Oman,67,71
14159148,Romania,67,59
14511951,Taiwan,67,93
17336417,Scotland,67,58
18676177,Scotland,67,59
21870007,Denmark,67,20
22090282,Ukraine,67,88
24727891,Sri Lanka,67,84
30313925,Ukraine,67,89
56505125,Taiwan,67,94
87818409,Serbia,67,68
132385468,Azerbaijan,67,26
155659213,Kazakhstan,67,12
167309264,Belgium,67,77
297169759,Nepal,67,79
821045162,Finland,67,15
742143,Sweden,66,36
807095,Scotland,66,60
1652541,Azerbaijan,66,27
2803191,Nepal,66,80
3108351,Sri Lanka,66,85
6017542,Taiwan,66,95
12101862,Scotland,66,61
14159148,Kuwait,66,54
14230524,South Korea,66,86
15066760,Sweden,66,37
15670515,Serbia,66,69
18909186,Zimbabwe,66,22
19106719,Azerbaijan,66,28
19106719,Poland,66,21
19913832,Scotland,66,62
21447363,Romania,66,60
22536055,Zimbabwe,66,23
23375688,South Korea,66,87
25360913,Austria,66,6
26565946,Romania,66,61
27260086,Taiwan,66,96
30313925,Taiwan,66,97
51241574,Belgium,66,78
54904679,Scotland,66,63
74594552,Taiwan,66,98
119002935,Austria,66,7
124476322,Nepal,66,81
134196350,Sweden,66,38
301309392,Zimbabwe,66,24
382267114,Oman,66,72
413487212,Scotland,66,64
487118986,Romania,66,62
1041453240,Azerbaijan,66,29
783214,Sweden,65,39
2425151,Sri Lanka,65,86
2459371,Taiwan,65,99
6017542,Nepal,65,82
7212562,Oman,65,73
8161232,Serbia,65,70
14399483,Taiwan,65,100
14499829,Nepal,65,83
14589119,Armenia,65,1
15066760,Oman,65,74
15378041,Azerbaijan,65,30
16365636,Nepal,65,84
18625669,Scotland,65,65
21401523,Finland,65,16
21447363,Belgium,65,79
21764143,Poland,65,22
22090282,Poland,65,23
22919665,Kuwait,65,55
39500950,Belgium,65,80
45621423,Finland,65,17
74286565,Nepal,65,85
88856792,Kazakhstan,65,13
98639150,Belgium,65,81
106062176,Denmark,65,21
134196350,Denmark,65,22
180295902,Serbia,65,71
180505807,Serbia,65,72
297169759,Kuwait,65,56
382267114,South Korea,65,88
1072915220,Ukraine,65,90
612473,Ukraine,64,91
742143,Kazakhstan,64,14
1379801,Poland,64,24
2467791,Serbia,64,73
2803191,South Korea,64,89
14173315,South Korea,64,90
14293310,Kuwait,64,57
16365636,Finland,64,18
17219108,Romania,64,63
18949452,South Korea,64,91
20521828,Zimbabwe,64,25
20626359,Poland,64,25
21401523,Austria,64,8
21887420,Serbia,64,74
26462022,Serbia,64,75
34507480,Ukraine,64,92
44886859,Serbia,64,76
66959303,Ukraine,64,93
87818409,Oman,64,75
101311381,Oman,64,76
132385468,Oman,64,77
140070953,Ukraine,64,94
145125358,Azerbaijan,64,31
1330457336,Ukraine,64,95
1339835893,Ukraine,64,96
612473,Nepal,63,86
4898091,Romania,63,64
7212562,Nepal,63,87
14293310,Azerbaijan,63,32
16365636,Sri Lanka,63,87
16409683,South Korea,63,92
17919972,Azerbaijan,63,33
17962204,Zimbabwe,63,26
18909186,Sri Lanka,63,88
19106719,Zimbabwe,63,27
19397785,Romania,63,65
20015311,Scotland,63,66
20823928,Denmark,63,23
21447363,Scotland,63,67
45621423,Armenia,63,2
51241574,Serbia,63,77
74286565,Azerbaijan,63,34
88856792,Azerbaijan,63,35
90604847,Poland,63,26
132385468,Kazakhstan,63,15
145125358,Kazakhstan,63,16
210792232,Azerbaijan,63,36
274431647,Finland,63,19
470307418,Ukraine,63,97
1244602586,Ukraine,63,98
1542862735,Scotland,63,68
759251,Kazakhstan,62,17
2557521,Sri Lanka,62,89
3108351,Azerbaijan,62,37
10933662,Serbia,62,78
12397052,Romania,62,66
15012486,Ukraine,62,99
15639696,Sri Lanka,62,90
17219108,Serbia,62,79
18909186,Austria,62,9
19397785,Serbia,62,80
20626359,Azerbaijan,62,38
21447363,Azerbaijan,62,39
21759987,Denmark,62,24
22919665,Nepal,62,88
28051644,Zimbabwe,62,28
40205617,Serbia,62,81
69231187,Ukraine,62,100
87818409,Scotland,62,69
101311381,Kazakhstan,62,18
101743223,Romania,62,67
260907612,Nepal,62,89
382267114,Romania,62,68
821045162,Armenia,62,3
1007094024,Poland,62,27
1324180814,Poland,62,28
1339835893,Belgium,62,82
30973,South Korea,61,93
783214,Denmark,61,25
4898091,Oman,61,78
5920532,Denmark,61,26
5920532,Zimbabwe,61,29
6017542,Romania,61,69
10228272,Sweden,61,40
12101862,Nepal,61,90
14224719,Scotland,61,70
15425377,Oman,61,79
15670515,South Korea,61,94
16735210,Zimbabwe,61,30
18332190,Czech Republic,61,1
21887420,Romania,61,70
27067896,Denmark,61,27
27260086,South Korea,61,95
31311757,Sri Lanka,61,91
33933259,Serbia,61,82
36184220,Oman,61,80
54502344,Sri Lanka,61,92
54904679,Poland,61,29
81048495,Azerbaijan,61,40
87818409,Belgium,61,83
213539531,Azerbaijan,61,41
260907612,Finland,61,20
612473,Romania,60,71
813286,Finland,60,21
5920532,Finland,60,22
5988062,Kuwait,60,58
5988062,Zimbabwe,60,31
8161232,Denmark,60,28
11348282,Sweden,60,41
15066760,Sri Lanka,60,93
18681139,Kazakhstan,60,19
18839785,Oman,60,81
22090282,Kuwait,60,59
22090282,Oman,60,82
24016767,Romania,60,72
27860681,Sri Lanka,60,94
30313925,Romania,60,73
33875003,Belgium,60,84
38676903,Denmark,60,29
74286565,Kuwait,60,60
74286565,Kazakhstan,60,20
85603854,Serbia,60,83
92985243,Zimbabwe,60,32
93425682,Finland,60,23
101311381,Azerbaijan,60,42
113419517,Kazakhstan,60,21
127483019,Azerbaijan,60,43
134758540,Nepal,60,91
218730857,Finland,60,24
243381107,Sri Lanka,60,95
343627165,Serbia,60,84
343627165,Nepal,60,92
382267114,Kuwait,60,61
453507741,Azerbaijan,60,44
815160450,Poland,60,30
428333,Denmark,59,30
807095,Denmark,59,31
2467791,Azerbaijan,59,45
6959082,Zimbabwe,59,33
11856482,Romania,59,74
14173315,Romania,59,75
14230524,Scotland,59,71
16409683,Serbia,59,85
16694416,Sweden,59,42
17919972,Belgium,59,85
17919972,Romania,59,76
19617105,Denmark,59,32
21401523,Zimbabwe,59,34
22090282,Denmark,59,33
23375688,Serbia,59,86
27260086,Azerbaijan,59,46
33861425,Zimbabwe,59,35
56377143,Austria,59,10
56505125,Romania,59,77
79293791,South Korea,59,96
85603854,Kazakhstan,59,22
87818409,Kuwait,59,62
101695592,Kazakhstan,59,23
173992307,Scotland,59,72
243381107,South Korea,59,97
243381107,Serbia,59,87
260907612,Azerbaijan,59,47
297169759,Romania,59,78
612473,Oman,58,83
759251,Sweden,58,43
783214,Zimbabwe,58,36
5402612,Denmark,58,34
6017542,Oman,58,84
11348282,Denmark,58,35
14589119,Iran,58,1
14589119,Czech Republic,58,2
15012486,Romania,58,79
15066760,Denmark,58,36
15670515,Azerbaijan,58,48
15846407,South Korea,58,98
15846407,Belgium,58,86
15846407,Serbia,58,88
16031536,Romania,58,80
16694416,Denmark,58,37
17365848,Serbia,58,89
17471979,Azerbaijan,58,49
17919972,Oman,58,85
19110632,Belgium,58,87
20433284,Zimbabwe,58,37
21447363,Oman,58,86
25103967,South Korea,58,99
25365536,Serbia,58,90
27067896,Poland,58,31
38676903,Sweden,58,44
56505125,Serbia,58,91
91478624,Belgium,58,88
119002935,Denmark,58,38
134196350,Poland,58,32
136932734,Azerbaijan,58,50
170620083,Azerbaijan,58,51
218730857,Kazakhstan,58,24
434071161,Azerbaijan,58,52
612473,Serbia,57,92
2803191,Azerbaijan,57,53
5988062,Sweden,57,45
7212562,Kuwait,57,63
9676212,Romania,57,81
10933662,Romania,57,82
14589119,Israel,57,1
15846407,Azerbaijan,57,54
16839878,Zimbabwe,57,38
17093617,Serbia,57,93
20626359,Finland,57,25
21447363,Kazakhstan,57,25
23413363,Kuwait,57,64
28785486,Romania,57,83
34621907,Finland,57,26
34908698,Zimbabwe,57,39
38679388,Romania,57,84
56505125,Oman,57,87
74286565,Romania,57,85
117141706,Zimbabwe,57,40
218730857,Austria,57,11
382267114,Azerbaijan,57,55
452830010,Azerbaijan,57,56
783214,Poland,56,33
1367531,Romania,56,86
14677919,Serbia,56,94
15670515,Oman,56,88
15670515,Nepal,56,93
15762708,Zimbabwe,56,41
15846407,Oman,56,89
18148907,Belgium,56,89
18332190,Iran,56,2
18909186,Kazakhstan,56,26
19106719,Finland,56,27
20609518,Belgium,56,90
21764143,Austria,56,12
25103967,Scotland,56,73
26489325,Sweden,56,46
29930178,Zimbabwe,56,42
36065771,Romania,56,87
38679388,Oman,56,90
51241574,Azerbaijan,56,57
54610518,Azerbaijan,56,58
56505125,Kuwait,56,65
106062176,Finland,56,28
124476322,Sri Lanka,56,96
184910040,Scotland,56,74
297169759,Serbia,56,95
382267114,Kazakhstan,56,27
1052586019,Azerbaijan,56,59
612473,Sri Lanka,55,97
813286,Poland,55,34
