followee,country,count,rank
3108351,Russia,290,32
8161232,South Africa,290,7
15066760,Spain,290,30
22919665,Iraq,290,53
23791197,Spain,290,31
1536791610,Kenya,290,42
742143,Canada,289,27
2097571,United Arab Emirates,289,56
7212562,Mexico,289,24
14159148,Hong Kong,289,70
21401523,Mexico,289,25
46335511,South Africa,289,8
126571977,Turkey,288,9
2097571,Kenya,287,43
14589119,Colombia,287,2
15846407,Ecuador,287,38
21401523,Hong Kong,287,71
26967008,Turkey,287,10
132385468,United Arab Emirates,287,57
382267114,Iraq,287,54
15016209,Turkey,286,11
27067896,France,286,42
139092348,Argentina,286,42
807095,Spain,285,32
3108351,Italy,285,61
16898427,New Zealand,285,18
20626359,Kenya,285,44
21401523,Turkey,285,12
21447363,Iraq,285,55
45621423,South Africa,285,9
51241574,Ecuador,285,39
91478624,United Arab Emirates,285,58
1652541,France,284,43
20626359,Germany,284,18
2097571,Iraq,283,56
15378041,Argentina,283,43
19106719,Saudi Arabia,283,36
21401523,Chile,283,16
88856792,United Arab Emirates,283,59
101743223,Argentina,283,44
108740292,Mexico,283,26
180505807,Saudi Arabia,283,37
18909186,Ireland,282,21
19106719,Mexico,282,27
21764143,Greenland,282,25
22536055,Hong Kong,282,72
22536055,Egypt,282,42
783214,Canada,281,28
5402612,Saudi Arabia,281,38
11348282,Ecuador,281,40
14589119,Ukraine,281,1
15939283,New Zealand,281,19
16898427,Kenya,281,45
18332190,New Zealand,281,20
180505807,Ecuador,281,41
19106719,Greenland,280,26
20823928,Spain,280,33
50393960,Canada,280,29
124476322,Slovenia,280,5
297169759,Kenya,280,46
15425377,Germany,279,19
16629918,Venezuela,279,35
20536157,Iraq,279,57
21447363,United Arab Emirates,279,60
61168062,Turkey,279,13
91478624,Kenya,279,47
15425377,Canada,278,30
18241502,Spain,278,34
260907612,Morocco,278,17
8161232,Hong Kong,277,73
21731490,Mexico,277,28
27860681,Kenya,277,48
54904679,Greenland,277,27
56377143,Saudi Arabia,277,39
124476322,Turkey,277,14
5920532,Hong Kong,276,74
6017542,United Arab Emirates,276,61
91478624,Ecuador,276,42
807095,Venezuela,275,36
7212562,Iraq,275,58
8161232,New Zealand,275,21
19617105,Germany,275,20
155659213,Iraq,275,59
494814659,Spain,275,35
2467791,Hong Kong,274,75
8161232,France,274,44
14159148,Egypt,274,43
15425377,Hong Kong,274,76
33933259,Kenya,274,49
134196350,Japan,274,69
169279319,Mexico,274,29
8161232,Ecuador,273,43
15425377,Argentina,273,45
16365636,Ecuador,273,44
16898427,Venezuela,273,37
19617105,Iraq,273,60
20626359,Chile,273,17
20626359,Venezuela,273,38
56377143,Turkey,273,15
2467791,Egypt,272,44
15425377,Russia,272,33
22090282,Italy,272,62
22536055,Colombia,272,3
124476322,Kenya,272,50
12397052,Italy,271,63
20823928,France,271,45
3108351,Canada,270,31
11348282,United Arab Emirates,270,62
14589119,Vietnam,270,1
15846407,United Arab Emirates,270,63
19617105,Hong Kong,270,77
56377143,Slovenia,270,6
218730857,Kenya,270,51
5988062,Russia,269,34
10228272,Morocco,269,18
15425377,United Arab Emirates,269,64
21447363,Japan,269,70
2834511,Germany,268,21
5715752,Germany,268,22
5988062,France,268,46
14293310,Italy,268,64
17471979,Iraq,268,61
26565946,Russia,268,35
29191391,Germany,268,23
36184220,Hong Kong,268,78
51241574,Japan,268,71
106062176,United Arab Emirates,268,65
121385551,Spain,268,36
218730857,Saudi Arabia,268,40
500704345,Italy,268,65
783214,Mexico,267,30
19106719,Germany,267,24
22090282,Canada,267,32
22536055,Kenya,267,52
27067896,Italy,267,66
28051644,South Africa,267,10
344634424,Spain,267,37
6449282,Mexico,266,31
14602576,Spain,266,38
16365636,Canada,266,33
18332190,Colombia,266,4
124476322,Hong Kong,266,79
180505807,Japan,266,72
2097571,Ecuador,265,45
10228272,Ireland,265,22
14589119,Kuwait,265,1
15425377,Ecuador,265,46
17471979,Japan,265,73
17919972,Iraq,265,62
19617105,Mexico,265,32
21447363,Italy,265,67
3108351,Iraq,264,63
15846407,New Zealand,264,22
30313925,Kenya,264,53
40355149,Mexico,264,33
68440549,France,264,47
180505807,Russia,264,36
10228272,Spain,263,39
16365636,Spain,263,40
17471979,Canada,263,34
20536157,Egypt,263,45
38142665,France,263,48
50393960,Mexico,263,34
813286,Germany,262,25
14159148,Ecuador,262,47
15066760,Canada,262,35
15846407,Russia,262,37
742143,Saudi Arabia,261,41
3108351,France,261,49
5988062,Iraq,261,64
11348282,Russia,261,38
16365636,France,261,50
19273963,New Zealand,261,23
22919665,United Arab Emirates,261,66
119002935,Germany,261,26
783214,Morocco,260,19
1652541,Russia,260,39
14454247,Germany,260,27
15846407,Canada,260,36
16211434,Canada,260,37
36184220,Ecuador,260,48
51241574,Iraq,260,65
74286565,Iraq,260,66
173992307,Italy,260,68
7212562,Venezuela,259,39
21401523,Egypt,259,46
106062176,Saudi Arabia,259,42
106062176,Ireland,259,23
169795589,New Zealand,259,24
742143,Morocco,258,20
6449282,Venezuela,258,40
79293791,Egypt,258,47
85772748,Italy,258,69
92985243,South Africa,258,11
155659213,Egypt,258,48
11348282,Canada,257,38
14159148,United Arab Emirates,257,67
18681139,United Arab Emirates,257,68
20536157,Ecuador,257,49
22536055,Turkey,257,16
27260086,Russia,257,40
33884545,Mexico,257,35
54904679,Venezuela,257,41
106062176,Germany,257,28
754823287,New Zealand,257,25
759251,Mexico,256,36
11348282,Mexico,256,37
13426312,Spain,256,41
18839785,United Arab Emirates,256,69
124476322,Morocco,256,21
783214,New Zealand,255,26
2467791,United Arab Emirates,255,70
14293310,Russia,255,41
17471979,Russia,255,42
17471979,France,255,51
20536157,Russia,255,43
50393960,New Zealand,255,27
51241574,Kenya,255,54
428333,South Africa,254,12
1652541,Italy,254,70
5988062,Greenland,254,28
14589119,Bangladesh,254,1
26127689,New Zealand,254,28
783214,Spain,253,42
1652541,Greenland,253,29
5734902,Germany,253,29
22090282,Ecuador,253,50
22090282,Spain,253,43
44923719,Mexico,253,38
45621423,Ukraine,253,2
65642163,Turkey,253,17
74286565,United Arab Emirates,253,71
79320096,United Arab Emirates,253,72
180505807,Greenland,253,30
260907612,Colombia,253,5
807095,Saudi Arabia,252,43
17962204,South Africa,252,13
18909186,Slovenia,252,7
20536157,Italy,252,71
783214,Ireland,251,24
783214,Venezuela,251,42
807095,Morocco,251,22
807095,Ireland,251,25
6017542,Kenya,251,55
6809022,Spain,251,44
15425377,Mexico,251,39
15648827,Spain,251,45
18909186,Venezuela,251,43
20536157,Saudi Arabia,251,44
21447363,Egypt,251,49
26729931,Spain,251,46
38676903,Greenland,251,31
85603854,United Arab Emirates,251,73
807095,Chile,250,18
3108351,Egypt,250,50
5920532,United Arab Emirates,250,74
6017542,Ecuador,250,51
14293310,Iraq,250,67
20609518,Italy,250,72
21837373,Colombia,250,6
26223583,Spain,250,47
105082141,Spain,250,48
180505807,France,250,52
260907612,United Arab Emirates,250,75
30973,Hong Kong,249,80
14589119,Switzerland,249,2
15066760,Ireland,249,26
20823928,Russia,249,44
22475139,Turkey,249,18
30313925,Hong Kong,249,81
87818409,Hong Kong,249,82
193753162,Spain,249,49
14230524,Russia,248,45
16717501,France,248,53
21447363,Mexico,248,40
25103967,Italy,248,73
51241574,United Arab Emirates,248,76
65369125,Spain,248,50
343627165,Kenya,248,56
16365636,Ireland,247,27
19106719,Morocco,247,23
20521828,South Africa,247,14
21447363,France,247,54
50393960,South Africa,247,15
101695592,United Arab Emirates,247,77
101743223,France,247,55
382267114,United Arab Emirates,247,78
1536791610,Japan,247,74
813286,Spain,246,51
14293310,Kenya,246,57
14589119,New Zealand,246,29
15066760,Ecuador,246,52
20823928,Iraq,246,68
28785486,Japan,246,75
124476322,Switzerland,246,3
382267114,Egypt,246,51
428333,Mexico,245,41
807095,New Zealand,245,30
16409683,Hong Kong,245,83
17471979,Kenya,245,58
33933259,Iraq,245,69
36184220,Canada,245,39
2897441,Mexico,244,42
3108351,Kenya,244,59
5988062,Canada,244,40
7212562,Greenland,244,32
20823928,Canada,244,41
33875003,Morocco,244,24
180505807,Argentina,244,46
1481025810,Russia,244,46
428333,Venezuela,243,44
783214,Germany,243,30
9633802,Colombia,243,7
11348282,Iraq,243,70
16898427,Turkey,243,19
38395124,France,243,56
57350105,Germany,243,31
85603854,Hong Kong,243,84
742143,Ireland,242,28
14159148,France,242,57
14589119,Serbia,242,1
16898427,Egypt,242,52
21401523,Switzerland,242,4
30313925,Iraq,242,71
30631061,Turkey,242,20
33875003,Ireland,242,29
74286565,Japan,242,76
95602761,Turkey,242,21
113419517,United Arab Emirates,242,79
742143,New Zealand,241,31
2467791,Iraq,241,72
15378041,Venezuela,241,45
17919972,United Arab Emirates,241,80
25103967,Canada,241,42
100220864,Hong Kong,241,85
428333,New Zealand,240,32
783214,Argentina,240,47
8161232,Greenland,240,33
14293310,Egypt,240,53
15066760,New Zealand,240,33
15846407,France,240,58
16409683,Iraq,240,73
25365536,United Arab Emirates,240,81
44409004,Venezuela,240,46
56377143,Colombia,240,8
56505125,Iraq,240,74
101772207,Spain,240,52
106062176,Egypt,240,54
218782707,Turkey,240,22
612473,Japan,239,77
1652541,Canada,239,43
19110632,Italy,239,74
34666670,Mexico,239,43
38676903,Germany,239,32
44510593,New Zealand,239,34
45621423,New Zealand,239,35
68034431,Turkey,239,23
74286565,Egypt,239,55
79293791,Hong Kong,239,86
783214,Chile,238,19
1774391,Italy,238,75
2467791,Russia,238,47
2467791,Italy,238,76
4970411,Kenya,238,60
15425377,Venezuela,238,47
18332190,Ukraine,238,3
19617105,United Arab Emirates,238,82
21401523,United Arab Emirates,238,83
54904679,Chile,238,20
79293791,Russia,238,48
92564226,France,238,59
1774391,Canada,237,44
5920532,Egypt,237,56
8720562,Germany,237,33
15485441,Hong Kong,237,87
16190898,Hong Kong,237,88
19923144,Hong Kong,237,89
20536157,France,237,60
21401523,Ireland,237,30
41156599,Mexico,237,44
91478624,Japan,237,78
180505807,Spain,237,53
272613386,Turkey,237,24
1339835893,Ecuador,237,53
816653,Hong Kong,236,90
2097571,Italy,236,77
2649991,France,236,61
5402612,South Africa,236,16
14159148,Italy,236,78
14230524,Ecuador,236,54
15378041,United Arab Emirates,236,84
15670515,Iraq,236,75
22090282,Russia,236,49
24969337,Mexico,236,45
96123433,Turkey,236,25
180505807,Egypt,236,57
2097571,Russia,235,50
12101862,Greenland,235,34
15492359,Hong Kong,235,91
17219108,Italy,235,79
18396319,France,235,62
18909186,Hong Kong,235,92
19397785,Greenland,235,35
21401523,Venezuela,235,48
21447363,Ecuador,235,55
87818409,Egypt,235,58
1344951,Hong Kong,234,93
20626359,South Africa,234,17
54904679,Ireland,234,31
166607010,Japan,234,79
382267114,Saudi Arabia,234,45
821045162,Colombia,234,9
612473,Hong Kong,233,94
2097571,Egypt,233,59
10228272,New Zealand,233,36
14293310,France,233,63
16211434,Ecuador,233,56
16211434,Italy,233,80
18332190,Portugal,233,1
20823928,Ecuador,233,57
63796949,Turkey,233,26
144376833,Mexico,233,46
260907612,Hong Kong,233,95
821045162,Ukraine,233,4
759251,Argentina,232,48
14173315,Japan,232,80
15066760,Russia,232,51
15485441,Ecuador,232,58
18814998,France,232,64
19617105,Ireland,232,32
56377143,South Africa,232,18
87818409,Japan,232,81
821045162,Serbia,232,2
30973,Japan,231,82
5920532,Colombia,231,10
13353862,France,231,65
14230524,United Arab Emirates,231,85
14589119,Portugal,231,2
18332190,Serbia,231,3
19106719,Chile,231,21
26223583,Italy,231,81
31090827,Spain,231,54
51241574,Canada,231,45
87818409,Iraq,231,76
154140901,Turkey,231,27
821045162,Oman,231,1
1339835893,Kenya,231,61
15439395,Ireland,230,33
16898427,Taiwan,230,1
17055388,Hong Kong,230,96
18436379,New Zealand,230,37
19617105,Morocco,230,25
19976004,France,230,66
22536055,Slovenia,230,8
45621423,Serbia,230,4
106062176,Slovenia,230,9
821045162,Bangladesh,230,2
2467791,Kenya,229,62
5920532,Turkey,229,28
14159148,Russia,229,52
14363353,Canada,229,46
15066760,United Arab Emirates,229,86
15648827,Mexico,229,47
45621423,Kuwait,229,2
71016845,France,229,67
78270570,Germany,229,34
627673190,Egypt,229,60
1339835893,Japan,229,83
8161232,Canada,228,47
17219108,Canada,228,48
19106719,Ireland,228,34
21401523,New Zealand,228,38
22536055,Saudi Arabia,228,46
27067896,Canada,228,49
42707761,Turkey,228,29
45621423,Switzerland,228,5
50393960,Bangladesh,228,3
218730857,Slovenia,228,10
266644093,Turkey,228,30
1638231860,Turkey,228,31
5920532,Kenya,227,63
5988062,Egypt,227,61
11348282,Egypt,227,62
15425377,Greenland,227,36
16735210,South Africa,227,19
17471979,Saudi Arabia,227,47
17919972,Egypt,227,63
25103967,Spain,227,55
33884545,Colombia,227,11
87818409,France,227,68
87818409,Kenya,227,64
134196350,France,227,69
218730857,Turkey,227,32
260907612,Egypt,227,64
807095,Germany,226,35
15439395,Morocco,226,26
22090282,Argentina,226,49
44084633,Japan,226,84
79293791,France,226,70
355307031,New Zealand,226,39
813286,Bangladesh,225,4
6017542,Iraq,225,77
10228272,Germany,225,36
10228272,Turkey,225,33
14511951,Ecuador,225,59
19920001,Spain,225,56
20433284,South Africa,225,20
20626359,Turkey,225,34
23375688,Russia,225,53
26565946,United Arab Emirates,225,87
45621423,Colombia,225,12
68844197,Mexico,225,48
79293791,Ecuador,225,60
91478624,Russia,225,54
107120856,Mexico,225,49
124476322,Colombia,225,13
180505807,Mexico,225,50
218730857,Colombia,225,14
12397052,France,224,71
14511951,Japan,224,85
16365636,Japan,224,86
16409683,Russia,224,55
74286565,Saudi Arabia,224,48
91478624,Canada,224,50
821045162,Portugal,224,3
612473,Morocco,223,27
10228272,Vietnam,223,2
18774524,Germany,223,37
19273963,Hong Kong,223,97
21313364,France,223,72
31444568,France,223,73
87818409,Italy,223,82
101743223,Venezuela,223,49
742143,Mexico,222,51
2803191,Iraq,222,78
4898091,Hong Kong,222,98
7212562,Chile,222,22
14293310,Canada,222,51
16365636,United Arab Emirates,222,88
18294703,New Zealand,222,40
19106719,New Zealand,222,41
25082628,Colombia,222,15
26565946,Ecuador,222,61
51241574,Egypt,222,65
58531272,Colombia,222,16
85603854,Iraq,222,79
85603854,Egypt,222,66
85603854,Venezuela,222,50
91478624,France,222,74
143267219,New Zealand,222,42
236636515,Mexico,222,52
487118986,Kenya,222,65
821045162,Switzerland,222,6
1652541,Saudi Arabia,221,49
10228272,Bangladesh,221,5
14293310,Greenland,221,37
15846407,Iraq,221,80
17919972,Ecuador,221,62
18332190,Switzerland,221,7
20584172,Chile,221,23
22919665,Vietnam,221,3
25365536,Iraq,221,81
33875003,Italy,221,83
45621423,Oman,221,2
117141706,South Africa,221,21
180505807,Chile,221,24
428333,Morocco,220,28
813286,South Africa,220,22
2883841,Hong Kong,220,99
14589119,Belgium,220,1
16211434,Hong Kong,220,100
16898427,Slovenia,220,11
17471979,Spain,220,57
21401523,Colombia,220,17
30313925,Egypt,220,67
50393960,Morocco,220,29
51241574,Russia,220,56
79293791,Iraq,220,82
160926944,Morocco,220,30
343627165,Egypt,220,68
428333,Chile,219,25
2097571,France,219,75
11348282,Spain,219,58
15425377,Iraq,219,83
17471979,Mexico,219,53
17471979,Egypt,219,69
18079284,Colombia,219,18
19333738,South Africa,219,23
25103967,United Arab Emirates,219,89
27260086,Iraq,219,84
29701712,France,219,76
34570323,France,219,77
36184220,Spain,219,59
79293791,Greenland,219,38
106062176,Kenya,219,66
280701704,Colombia,219,19
382267114,Japan,219,87
8973062,Ireland,218,35
14589119,Oman,218,3
15066760,Greenland,218,39
17365848,Italy,218,84
17471979,Greenland,218,40
18909186,Portugal,218,4
26565946,Iraq,218,85
34507480,Russia,218,57
50393960,Ireland,218,36
74286565,Russia,218,58
243381107,Iraq,218,86
1330457336,Kenya,218,67
783214,Bangladesh,217,6
2803191,Egypt,217,70
14230524,Italy,217,85
15425377,Turkey,217,35
15670515,Egypt,217,71
25365536,Ecuador,217,63
44874400,Ireland,217,37
348379865,Japan,217,88
821045162,Kuwait,217,3
2467791,France,216,78
3108351,Greenland,216,41
7212562,Ireland,216,38
12397052,Spain,216,60
14834302,Colombia,216,20
21447363,Chile,216,26
91478624,Iraq,216,87
759251,South Africa,215,24
1774391,Ecuador,215,64
9027872,South Africa,215,25
11348282,Venezuela,215,51
15224867,Ecuador,215,65
16365636,Russia,215,59
16898427,Vietnam,215,4
18909186,Ukraine,215,5
21401523,Morocco,215,31
45621423,Bangladesh,215,7
45866207,South Africa,215,26
79320096,Japan,215,89
173992307,Canada,215,52
807095,Turkey,214,36
2467791,Canada,214,53
15012486,Japan,214,90
16365636,Greenland,214,42
19397785,France,214,79
87818409,United Arab Emirates,214,90
124476322,Serbia,214,5
127477913,South Africa,214,27
218730857,Egypt,214,72
382267114,Russia,214,60
4970411,United Arab Emirates,213,91
5402612,Mexico,213,54
18863815,Italy,213,86
18909186,South Africa,213,28
22919665,Saudi Arabia,213,50
25073877,Ecuador,213,66
25073877,Kenya,213,68
25103967,Argentina,213,50
26565946,Italy,213,87
33861425,South Africa,213,29
101311381,Bangladesh,213,8
180505807,Venezuela,213,52
301309392,South Africa,213,30
627673190,Italy,213,88
1536791610,Ecuador,213,67
428333,Ireland,212,39
7212562,Morocco,212,32
15485441,Canada,212,54
19106719,Kenya,212,69
25365536,Russia,212,61
30313925,Italy,212,89
36184220,France,212,80
69183155,Russia,212,62
101743223,Greenland,212,43
428333,Germany,211,38
813286,Turkey,211,37
2459371,Iraq,211,88
11348282,Saudi Arabia,211,51
14363353,Italy,211,90
16409683,Japan,211,91
16898427,South Korea,211,1
17219108,Ecuador,211,68
17919972,Canada,211,55
19617105,Chile,211,27
25103967,Ecuador,211,69
25360913,Switzerland,211,8
36184220,Russia,211,63
38676903,Argentina,211,51
88856792,Bangladesh,211,9
297169759,Argentina,211,52
627673190,Iraq,211,89
821045162,Vietnam,211,5
16409683,Egypt,210,73
22090282,United Arab Emirates,210,92
27067896,Ecuador,210,70
30313925,Canada,210,56
54904679,Morocco,210,33
56505125,Italy,210,91
78021221,Italy,210,92
91478624,Italy,210,93
10228272,Colombia,209,21
15066760,Japan,209,92
15425377,Ireland,209,40
51241574,France,209,81
56377143,Belgium,209,2
114508061,Germany,209,39
180505807,Canada,209,57
260907612,Kenya,209,70
260907612,Turkey,209,38
348379865,France,209,82
382267114,Italy,209,94
783214,Turkey,208,39
17813487,Colombia,208,22
19106719,Turkey,208,40
20626359,Saudi Arabia,208,52
21447363,Morocco,208,34
24444176,Germany,208,40
30313925,France,208,83
38676903,Japan,208,93
124476322,South Africa,208,31
155659213,Kenya,208,71
297169759,Russia,208,64
297169759,Chile,208,28
759251,Chile,207,29
4898091,United Arab Emirates,207,93
4970411,Egypt,207,74
15670515,Japan,207,94
16365636,Argentina,207,53
16839878,South Africa,207,32
21447363,New Zealand,207,43
74286565,Italy,207,95
807095,South Africa,206,33
14511951,United Arab Emirates,206,94
15066760,Morocco,206,35
15425377,Morocco,206,36
20560294,Colombia,206,23
20626359,New Zealand,206,44
22090282,Germany,206,41
40205617,Japan,206,95
45621423,Vietnam,206,6
56505125,Japan,206,96
82137809,South Africa,206,34
90836187,Spain,206,61
100338337,South Africa,206,35
150246405,Ireland,206,41
173992307,Spain,206,62
343627165,Iraq,206,90
2467791,Greenland,205,44
5988062,Ireland,205,42
6449282,Chile,205,30
14363353,Ecuador,205,71
14511951,France,205,84
19232587,Germany,205,42
20626359,Egypt,205,75
21447363,Argentina,205,54
33875003,Spain,205,63
91334232,Ireland,205,43
487118986,Venezuela,205,53
612473,Kenya,204,72
5402612,Spain,204,64
14677919,Ecuador,204,72
15439395,New Zealand,204,45
16898427,South Africa,204,36
19110632,Ecuador,204,73
19110632,Canada,204,58
20536157,Kenya,204,73
21447363,Greenland,204,45
21447363,Canada,204,59
21759987,Canada,204,60
27067896,Argentina,204,55
106062176,Turkey,204,41
106062176,Colombia,204,24
132385468,Bangladesh,204,10
162926902,Colombia,204,25
166607010,Canada,204,61
316577087,Bangladesh,204,11
348379865,Italy,204,96
759251,Morocco,203,37
14499829,Kenya,203,74
14589119,Romania,203,1
18332190,Belgium,203,3
19106719,Egypt,203,76
20536157,Canada,203,62
20823928,Greenland,203,46
25103967,Russia,203,65
34713362,Japan,203,97
34713362,Ecuador,203,74
38679388,Iraq,203,91
124476322,Portugal,203,5
155659213,Venezuela,203,54
234343491,Germany,203,43
627673190,Kenya,203,75
612473,United Arab Emirates,202,95
759251,Bangladesh,202,12
807095,Bangladesh,202,13
16031536,Canada,202,63
16365636,Morocco,202,38
17919972,France,202,85
27860681,Iraq,202,92
56505125,Egypt,202,77
64839766,Colombia,202,26
87818409,Russia,202,66
87818409,Morocco,202,39
106062176,Morocco,202,40
218730857,South Africa,202,37
260907612,Slovenia,202,12
11348282,Greenland,201,47
11348282,Argentina,201,56
14230524,France,201,86
20536157,Greenland,201,48
20823928,United Arab Emirates,201,96
21447363,Venezuela,201,55
35013719,Colombia,201,27
166739404,Russia,201,67
5988062,Morocco,200,41
6449282,Morocco,200,42
14230524,Greenland,200,49
15425377,Colombia,200,28
15670515,United Arab Emirates,200,97
15754281,Japan,200,98
17020962,Ireland,200,44
45621423,Portugal,200,6
96951800,Egypt,200,78
2253325604,Russia,200,68
759251,Ireland,199,45
5920532,Slovenia,199,13
8802752,Chile,199,31
12397052,Canada,199,64
14159148,Greenland,199,50
14173315,Ecuador,199,75
14230524,Iraq,199,93
14293310,Saudi Arabia,199,53
15066760,Germany,199,44
15670515,Saudi Arabia,199,54
27067896,Venezuela,199,56
27260086,Japan,199,99
50393960,Germany,199,45
60865434,Chile,199,32
65268724,Japan,199,100
297169759,Ecuador,199,76
742143,Venezuela,198,57
19397785,Saudi Arabia,198,55
21401523,Slovenia,198,14
22536055,New Zealand,198,46
23976386,France,198,87
45621423,Belgium,198,4
173992307,France,198,88
1330457336,Ecuador,198,77
742143,South Africa,197,38
1774391,Spain,197,65
14172570,Canada,197,65
15066760,Argentina,197,57
18332190,Scotland,197,1
19415867,South Korea,197,2
20626359,Slovenia,197,15
22090282,Venezuela,197,58
25365536,Egypt,197,79
28785486,Ecuador,197,78
30313925,Russia,197,69
51241574,Italy,197,97
56377143,Switzerland,197,9
224223563,Spain,197,66
821045162,Belgium,197,5
2097571,Canada,196,66
14700316,Kenya,196,76
16629918,Colombia,196,29
19397785,Canada,196,67
19397785,New Zealand,196,47
20508222,Morocco,196,43
21887420,Italy,196,98
22090282,Greenland,196,51
22090282,Mexico,196,55
23413363,South Korea,196,3
33933259,United Arab Emirates,196,98
33933259,Egypt,196,80
40205617,Spain,196,67
79293791,Morocco,196,44
85603854,Ecuador,196,79
297169759,Greenland,196,52
500704345,Kenya,196,77
428333,Argentina,195,58
2425151,Egypt,195,81
5402612,Bangladesh,195,14
11348282,Kenya,195,78
14589119,South Korea,195,4
17219108,Spain,195,68
34613288,Kenya,195,79
44084633,France,195,89
44886859,Italy,195,99
85603854,Italy,195,100
91478624,Greenland,195,53
209004862,Ireland,195,46
759251,New Zealand,194,48
7212562,United Arab Emirates,194,99
16365636,Germany,194,46
17093617,France,194,90
17919972,Mexico,194,56
18493366,Iraq,194,94
19397785,Russia,194,70
20609518,Ecuador,194,80
25103967,Mexico,194,57
26565946,France,194,91
33933259,France,194,92
39559926,France,194,93
74286565,Kenya,194,80
783214,Vietnam,193,7
813286,Vietnam,193,8
6449282,Colombia,193,30
14872237,Venezuela,193,59
15846407,Ireland,193,47
56377143,Portugal,193,7
64643056,Egypt,193,82
145125358,Bangladesh,193,15
265902729,Kenya,193,81
487118986,Russia,193,71
428333,Turkey,192,42
612473,Ireland,192,48
19236074,Colombia,192,31
20823928,Germany,192,47
21447363,Ireland,192,49
24016767,Canada,192,68
38676903,Canada,192,69
87818409,Greenland,192,54
124476322,Belgium,192,6
158487331,Chile,192,33
265902729,Ireland,192,50
527526077,Morocco,192,45
742143,Bangladesh,191,16
759251,Spain,191,69
5988062,Mexico,191,58
14159148,Canada,191,70
16211434,Spain,191,70
18332190,Vietnam,191,9
18332190,South Korea,191,5
26223583,France,191,94
487118986,Egypt,191,83
1117317140,Colombia,191,32
813286,Colombia,190,33
1652541,Venezuela,190,60
16365636,New Zealand,190,49
19110632,Spain,190,71
21759987,Spain,190,72
54341363,Chile,190,34
56505125,Saudi Arabia,190,56
57261519,Russia,190,72
79293791,Venezuela,190,61
85603854,Russia,190,73
243381107,Russia,190,74
1245699895,Ireland,190,51
428333,Spain,189,73
14700316,Iraq,189,95
16211434,France,189,95
17919972,New Zealand,189,50
18909186,Colombia,189,34
19895282,Bangladesh,189,17
26565946,Canada,189,71
26565946,Egypt,189,84
27067896,Germany,189,48
160926944,Ireland,189,52
173992307,Ecuador,189,81
273468342,Germany,189,49
759251,Turkey,188,43
813286,Slovenia,188,16
2459371,Egypt,188,85
11348282,New Zealand,188,51
18332190,Bangladesh,188,18
20823928,Mexico,188,59
36184220,United Arab Emirates,188,100
44886859,France,188,96
113419517,Bangladesh,188,19
140070953,Egypt,188,86
155659213,Greenland,188,55
783214,South Africa,187,39
7587032,Ireland,187,53
11348282,Morocco,187,46
14293310,South Africa,187,40
19106719,Slovenia,187,17
21111883,Russia,187,75
36184220,Argentina,187,59
38676903,Ecuador,187,82
487118986,Iraq,187,96
1339835893,Iraq,187,97
759251,Vietnam,186,10
10228272,South Africa,186,41
14159148,Saudi Arabia,186,57
14226495,Canada,186,72
14872237,Egypt,186,87
17471979,Ireland,186,54
184910040,Egypt,186,88
256186607,Colombia,186,35
348379865,Iraq,186,98
428333,Bangladesh,185,20
612473,Iraq,185,99
742143,Spain,185,74
1652541,Morocco,185,47
5920532,Saudi Arabia,185,58
8161232,Russia,185,76
14230524,Egypt,185,89
15012486,Ecuador,185,83
16409683,Venezuela,185,62
18148907,France,185,97
18681139,Bangladesh,185,21
21759987,France,185,98
24016767,Ecuador,185,84
33933259,Ecuador,185,85
44409004,Argentina,185,60
56505125,Russia,185,77
69231187,Kenya,185,82
87818409,Ecuador,185,86
243381107,Egypt,185,90
428333,Vietnam,184,11
742143,Argentina,184,61
9204502,Germany,184,50
17471979,New Zealand,184,52
17471979,Argentina,184,62
20823928,Argentina,184,63
22536055,Switzerland,184,10
38676903,Russia,184,78
38679388,Egypt,184,91
96951800,Iraq,184,100
742143,Turkey,183,44
2097571,Greenland,183,56
11348282,Ireland,183,55
14594813,Chile,183,35
17055388,South Korea,183,6
17753033,Ireland,183,56
56377143,Serbia,183,6
101695592,Bangladesh,183,22
297169759,Venezuela,183,63
389647785,Colombia,183,36
760314871,Colombia,183,37
4898091,Ecuador,182,87
5402612,Turkey,182,45
15670515,Russia,182,79
19913832,Morocco,182,48
21401523,Kenya,182,83
22536055,Portugal,182,8
25103967,Turkey,182,46
54904679,Colombia,182,38
173992307,Ireland,182,57
187897893,Russia,182,80
972651,Ecuador,181,88
2803191,Russia,181,81
16211434,Russia,181,82
30899115,Canada,181,73
32388036,Ireland,181,58
33884545,Chile,181,36
36184220,Mexico,181,60
61097151,Colombia,181,39
74286565,France,181,99
87818409,Ireland,181,59
821045162,Romania,181,2
1093090866,Kenya,181,84
1536791610,France,181,100
5988062,Spain,180,75
14230524,Venezuela,180,64
14511951,Canada,180,74
14589119,Azerbaijan,180,1
17471979,Venezuela,180,65
17715048,Chile,180,37
20536157,Mexico,180,61
27260086,Egypt,180,92
155659213,Bangladesh,180,23
213278292,Bangladesh,180,24
285332860,Kenya,180,85
5402612,Venezuela,179,66
15084853,Ireland,179,60
16898427,Switzerland,179,11
17471979,Morocco,179,49
21764143,Slovenia,179,18
22090282,Ireland,179,61
35094637,Kenya,179,86
218730857,Ukraine,179,6
527526077,Ireland,179,62
759251,Germany,178,51
5988062,South Africa,178,42
