followee,count
16712223,1
16717501,1
16727535,1
16742080,1
16777876,1
16812787,1
16857864,1
16859797,1
16896485,1
16913418,1
16954104,1
16998490,1
17007639,1
17019152,1
17021282,1
17163446,1
17169453,1
17180384,1
17240425,1
17286539,1
17287340,1
17300623,1
17346423,1
17596622,1
17692731,1
17717614,1
17806202,1
17813487,1
17813899,1
17833215,1
17864468,1
17876175,1
17884125,1
17940884,1
18036441,1
18040230,1
18079284,1
18129942,1
18185124,1
18189291,1
18213483,1
18222378,1
18228898,1
18241502,1
18243090,1
18294703,1
18308305,1
18396319,1
18424289,1
18470775,1
18474156,1
18485106,1
18549724,1
18605860,1
18701873,1
18730634,1
18759751,1
18762875,1
18814998,1
18819574,1
18895411,1
18907051,1
18935802,1
18938646,1
18976076,1
19013879,1
19023470,1
19028953,1
19067940,1
19179390,1
19186180,1
19199075,1
19223156,1
19232587,1
19236074,1
19280972,1
19333738,1
19415867,1
19436397,1
19483191,1
19546277,1
19602540,1
19659118,1
19827010,1
19889294,1
19919875,1
19920001,1
19929890,1
19938543,1
19976004,1
20078032,1
20106985,1
20132853,1
20165058,1
20168940,1
20203870,1
20228233,1
20255162,1
20280065,1
20560294,1
20577579,1
20595021,1
20669748,1
20694291,1
20751449,1
20760232,1
20814874,1
21021891,1
21152244,1
21184887,1
21207962,1
21214705,1
21313364,1
21323268,1
21408400,1
21436960,1
21469205,1
21643040,1
21645304,1
21710527,1
21731490,1
21783395,1
21837373,1
21864710,1
21904217,1
21915474,1
21982720,1
22030851,1
22128494,1
22256645,1
22332114,1
22475139,1
22598009,1
22611082,1
22650163,1
22673425,1
22685200,1
22708797,1
22748274,1
22781017,1
22851407,1
22949587,1
22972842,1
23085695,1
23123824,1
23174011,1
23299429,1
23426889,1
23439654,1
23466643,1
23482357,1
23498005,1
23502747,1
23544596,1
23560015,1
23585685,1
23633284,1
23719107,1
23728071,1
23758430,1
23765365,1
23791197,1
24251248,1
24291371,1
24444176,1
24855060,1
24900072,1
24969337,1
25238117,1
25383991,1
25390350,1
25485344,1
25494886,1
25496300,1
25521487,1
25535042,1
25863784,1
25985333,1
26015589,1
26052296,1
26066384,1
26276346,1
26489325,1
26504260,1
26538229,1
26714575,1
26729931,1
26886095,1
26967008,1
27466653,1
27768807,1
27966935,1
28140646,1
28191953,1
28201743,1
28684404,1
29057955,1
29157016,1
29187120,1
29274706,1
29360150,1
29416653,1
29576445,1
29701712,1
29820945,1
29840295,1
29856819,1
29930178,1
29944465,1
29956818,1
30180137,1
30307942,1
30504003,1
30631061,1
30664613,1
31054179,1
31090827,1
31176167,1
31444568,1
31444922,1
31524221,1
31813469,1
32337861,1
32340023,1
32347983,1
32391821,1
32453930,1
32858804,1
32959253,1
33460176,1
33857678,1
33975694,1
33989170,1
34006192,1
34082810,1
34140316,1
34209496,1
34349778,1
34354551,1
34543935,1
34561779,1
34570323,1
34573313,1
34616856,1
34621907,1
34666670,1
34720571,1
34834728,1
34908698,1
35012321,1
35013719,1
35283342,1
35423350,1
35466620,1
35764728,1
36048614,1
36072950,1
36117822,1
36327407,1
36633613,1
36635995,1
36683668,1
36947388,1
37494271,1
37601149,1
37624611,1
37662797,1
37664893,1
37706685,1
37888761,1
37950212,1
38142665,1
38164846,1
38395124,1
38403110,1
38515708,1
38623068,1
38671739,1
38833957,1
39166602,1
39240673,1
39500950,1
39538010,1
39540130,1
39585367,1
39743812,1
39943759,1
39975533,1
39998427,1
40355149,1
40449335,1
40839292,1
40908929,1
40933920,1
41139382,1
41142102,1
41156599,1
41202626,1
41570734,1
41570978,1
41571188,1
41626669,1
41684671,1
41789292,1
41866995,1
42183750,1
42196320,1
42384760,1
42434332,1
42707761,1
42712551,1
42810094,1
42865366,1
42871498,1
42885393,1
42888794,1
43041891,1
43122860,1
43152482,1
43272504,1
43682702,1
44097371,1
44310665,1
44489439,1
44584428,1
44617405,1
44783853,1
44849531,1
44863742,1
44874400,1
44923719,1
44932117,1
45452226,1
45866207,1
45913882,1
46105253,1
46247180,1
46376581,1
46377410,1
46452468,1
46485425,1
46623193,1
46630288,1
46634968,1
46636018,1
46804450,1
47295451,1
47319664,1
47448563,1
47491330,1
47628449,1
47633485,1
47645546,1
47813521,1
47856818,1
47863038,1
47913878,1
48104665,1
48193998,1
48289662,1
48348735,1
48392537,1
48410093,1
48661131,1
48730104,1
48776237,1
49559086,1
49781518,1
50055701,1
50126679,1
50197149,1
50258955,1
50446312,1
50505691,1
51023549,1
51737868,1
52422878,1
52424550,1
52486297,1
52584545,1
53037279,1
53054655,1
53059376,1
53294902,1
53372965,1
53555106,1
53775366,1
55186601,1
56304605,1
56355963,1
56387157,1
56875220,1
56970775,1
57034487,1
57289662,1
57295940,1
57320024,1
57350105,1
57617762,1
57626153,1
57947109,1
57998991,1
58233603,1
58428956,1
58531272,1
58743813,1
58837642,1
59371175,1
59384593,1
59490500,1
59700831,1
59825777,1
60054156,1
60168433,1
60370151,1
60458250,1
60629880,1
60792248,1
61097151,1
61111173,1
61168062,1
61569136,1
61612893,1
61804151,1
62513246,1
62724059,1
62786191,1
62988756,1
63070483,1
63115636,1
63263205,1
63439837,1
63655447,1
63695781,1
63701775,1
63702377,1
63796828,1
63796949,1
64153913,1
64401109,1
64439991,1
64698539,1
64738470,1
64839766,1
65366253,1
65369125,1
65442728,1
65444625,1
65587488,1
65642163,1
65647594,1
65694131,1
66329707,1
66369181,1
66555688,1
66746614,1
66975219,1
67418441,1
67434746,1
67546062,1
67577830,1
67665789,1
67736078,1
68034431,1
68440549,1
68844197,1
68914193,1
68977380,1
69271273,1
69356087,1
69416519,1
70006375,1
70008157,1
70179948,1
70340051,1
70394965,1
71016845,1
71026122,1
71209897,1
71487564,1
71516564,1
71528140,1
71536393,1
71626760,1
71905386,1
72192070,1
72235760,1
72484859,1
73289492,1
73357848,1
73359920,1
73485035,1
74409069,1
74679662,1
74792701,1
75460291,1
75711015,1
76050386,1
76289333,1
76294023,1
76294950,1
76295962,1
76348185,1
76931020,1
77006492,1
77207659,1
77210708,1
77236552,1
77270181,1
77732185,1
78270570,1
78322065,1
78410911,1
78889356,1
78985926,1
79708561,1
79982405,1
80298043,1
80316128,1
80519424,1
80655102,1
80847655,1
82013035,1
82137809,1
82363276,1
82648754,1
83155095,1
83291674,1
83466368,1
83529586,1
83570815,1
83795099,1
84542880,1
84669536,1
85221650,1
85289376,1
85318467,1
86899675,1
87174678,1
87400034,1
87704434,1
88271738,1
88708191,1
88708920,1
89016624,1
89133606,1
89521280,1
89787662,1
90068946,1
90430970,1
90558638,1
90604847,1
91058417,1
91334232,1
91771474,1
91946403,1
92162698,1
92245322,1
92381810,1
92564226,1
92731878,1
93311525,1
93425682,1
93589182,1
93629783,1
93694952,1
94081671,1
94293832,1
94666311,1
95255169,1
95270700,1
95602761,1
95711439,1
96108534,1
96123433,1
96399121,1
96735431,1
97217966,1
97232128,1
97611573,1
98310564,1
98373744,1
98382537,1
98533811,1
98639150,1
98978345,1
99008565,1
99059278,1
100338337,1
100731315,1
101532373,1
101772207,1
102420730,1
102482331,1
102499820,1
103770785,1
103865085,1
104141949,1
104237736,1
104254565,1
105119490,1
106038219,1
106669711,1
106699049,1
107120856,1
107370684,1
107451588,1
107472906,1
108233415,1
108247668,1
108312174,1
108345784,1
108740292,1
108936259,1
109040582,1
109081861,1
109220563,1
109702885,1
110681593,1
110822488,1
110827653,1
110936556,1
112214814,1
112371873,1
112440529,1
112697516,1
113259902,1
113278275,1
113352671,1
113425681,1
114795028,1
114961445,1
115141256,1
115461162,1
116411298,1
116424578,1
116799581,1
117029568,1
117237387,1
117251043,1
117284445,1
117388701,1
117685967,1
118640220,1
118720645,1
118934197,1
119174866,1
119360445,1
119561291,1
120176950,1
120887504,1
120990817,1
121199319,1
121385551,1
121388340,1
121428165,1
122324018,1
123109597,1
123167035,1
124033970,1
124139016,1
124139163,1
124172948,1
124219028,1
124230776,1
124999935,1
125346858,1
125463318,1
125580658,1
125603760,1
126571977,1
126733638,1
126955629,1
127059347,1
127477913,1
128155589,1
128804093,1
129673790,1
129786468,1
130039824,1
130106305,1
130116237,1
130549887,1
130613344,1
130782973,1
132048790,1
132067492,1
132330417,1
132565532,1
132651117,1
132681657,1
132779174,1
132800515,1
132863116,1
133663801,1
134625427,1
135187648,1
136578510,1
136646546,1
137077063,1
137252375,1
137460929,1
138193086,1
138388408,1
138658724,1
138708473,1
139313482,1
140047461,1
140051054,1
140750163,1
142557721,1
143267219,1
143477156,1
144376833,1
144755081,1
145211963,1
145459615,1
145935897,1
145992645,1
146619371,1
146832501,1
146943873,1
147561402,1
147590684,1
148581410,1
148685893,1
148694562,1
148991994,1
150246405,1
150715473,1
150725695,1
150896916,1
152325528,1
152641509,1
152966047,1
153209413,1
153900887,1
154067873,1
154140901,1
157269140,1
157974511,1
158289900,1
158344313,1
159313018,1
159420805,1
159588456,1
160946337,1
160952087,1
161023696,1
162248086,1
162926902,1
163823223,1
164302135,1
164509454,1
164748570,1
164898058,1
166566887,1
166767883,1
167065734,1
167309264,1
168033508,1
168213572,1
168259012,1
169041906,1
169108336,1
169274239,1
169279319,1
169479716,1
169480493,1
169795589,1
169927844,1
170401748,1
171117515,1
171409557,1
174377718,1
174601238,1
175298380,1
175356519,1
175824869,1
176127129,1
176337215,1
176379354,1
176744884,1
177639931,1
182019066,1
182384817,1
184694476,1
184963714,1
187853842,1
187897893,1
188039706,1
188103460,1
188656529,1
188870982,1
189253902,1
189591533,1
190549345,1
190897280,1
191017175,1
191369729,1
192445312,1
192947735,1
193613051,1
193753162,1
194028861,1
194613324,1
195590974,1
196168350,1
196679942,1
196994616,1
197341208,1
198172757,1
198437819,1
200267797,1
201712702,1
202086424,1
202608931,1
202985146,1
203162990,1
203414077,1
204491797,1
205040314,1
205789121,1
206821111,1
207809313,1
207867550,1
209780362,1
210504782,1
214413743,1
214791922,1
215439713,1
216264820,1
216392997,1
217407489,1
217464018,1
217818241,1
218437274,1
218782707,1
219617448,1
219683269,1
219867859,1
222642262,1
222766992,1
222812039,1
224589285,1
226139693,1
226951255,1
227944601,1
228494991,1
228681480,1
230288829,1
231304224,1
233335916,1
233555358,1
234343491,1
234633153,1
235512729,1
235827932,1
236621187,1
236636515,1
236699098,1
236891946,1
237189703,1
238480712,1
239784688,1
240649814,1
240809224,1
243101265,1
244875392,1
245677083,1
245956466,1
246162059,1
248568377,1
248692867,1
248795646,1
249022032,1
249090055,1
249402947,1
251633354,1
251922978,1
252119096,1
253473203,1
253508662,1
253539939,1
253673359,1
255822420,1
256186607,1
256556724,1
258788892,1
260206159,1
260449713,1
260852828,1
261955501,1
262389559,1
262573891,1
262768452,1
262881419,1
263424208,1
264231189,1
266093898,1
266550391,1
266644093,1
267433110,1
268002142,1
268434223,1
269148983,1
269733273,1
269838954,1
270315421,1
271868331,1
272613386,1
272899852,1
273468342,1
274431647,1
277845631,1
277920665,1
277985183,1
278235826,1
280701704,1
281046179,1
281468209,1
281852790,1
282510542,1
283916211,1
284588601,1
284967776,1
285082759,1
285083026,1
286042531,1
287190814,1
287801216,1
292424857,1
292457700,1
292538365,1
293061826,1
293164310,1
293485850,1
293936882,1
295626395,1
297164177,1
297174372,1
297884368,1
298638577,1
300128195,1
300162606,1
301237456,1
304909941,1
305085584,1
306340109,1
306642753,1
306974174,1
309206860,1
311932430,1
312674238,1
313913938,1
315165909,1
315168938,1
315338117,1
318474243,1
319208468,1
320358911,1
320395603,1
320662182,1
322557315,1
322810914,1
323197452,1
323216653,1
323813318,1
326698989,1
328894456,1
329542325,1
330446733,1
331282109,1
331520922,1
333935142,1
334742763,1
337886919,1
338329915,1
338672002,1
338985020,1
339564751,1
340466920,1
341020474,1
341375478,1
342080796,1
342599843,1
343326011,1
345454166,1
348210900,1
350224247,1
350334760,1
352370759,1
353032173,1
354814618,1
354838265,1
355307031,1
359814192,1
360472444,1
360478965,1
360692309,1
361274334,1
364761398,1
365918709,1
368157378,1
372142346,1
372755940,1
373026301,1
373978904,1
374536311,1
375146901,1
376170235,1
377854198,1
378460963,1
378479065,1
380180989,1
380420755,1
380957466,1
381502681,1
381975115,1
382000144,1
383173078,1
384750535,1
384951307,1
386420143,1
386654472,1
387815553,1
388784593,1
389647785,1
390860562,1
390860839,1
395218906,1
395388847,1
395425451,1
396682155,1
396945853,1
401866664,1
403563397,1
403580183,1
403897860,1
404041626,1
405427035,1
409085654,1
410625436,1
413756746,1
420281182,1
420351046,1
426159377,1
430737673,1
436702610,1
441650981,1
441701613,1
441854978,1
442922429,1
443753520,1
444097675,1
444413055,1
444465942,1
453796950,1
456593827,1
460852237,1
461922813,1
462714019,1
468326912,1
470130723,1
470307418,1
474260950,1
479538726,1
487812237,1
491190146,1
491711002,1
493365529,1
494814659,1
497665754,1
500711588,1
503156289,1
507672047,1
515328035,1
515533310,1
519276089,1
520653311,1
524030202,1
525138075,1
525208028,1
532956420,1
533087895,1
533202479,1
535584956,1
535937035,1
536329828,1
537204717,1
538101032,1
538285556,1
538949379,1
549875174,1
549893437,1
550122068,1
551624446,1
560641368,1
563007403,1
564686965,1
566129203,1
567028946,1
570021526,1
572680939,1
575676958,1
586469751,1
587540379,1
589151665,1
589921934,1
592490041,1
597301440,1
599969854,1
604517809,1
605491361,1
605805760,1
608937051,1
610630853,1
613399134,1
618662097,1
619524317,1
625760052,1
630261182,1
631531017,1
637313893,1
710064516,1
711958284,1
713035525,1
719614825,1
719735953,1
720108259,1
733080606,1
737550788,1
745002644,1
759249432,1
760314871,1
761050963,1
761881166,1
789856765,1
804371911,1
812556283,1
815160450,1
825165006,1
831709027,1
835052755,1
839886384,1
842267617,1
842409997,1
846243565,1
856501890,1
864009686,1
888175117,1
888600440,1
891039428,1
903172238,1
928004335,1
961974776,1
962508086,1
966677203,1
986077902,1
986396366,1
992789466,1
1007094024,1
1024113787,1
1030316358,1
1083773101,1
1093638847,1
1105470817,1
1117317140,1
1125473208,1
1126517959,1
1129912081,1
1133920393,1
1143472657,1
1148209903,1
1215711409,1
1220693790,1
1245699895,1
1255473500,1
1261895798,1
1267382833,1
1283561876,1
1307725646,1
1321114394,1
1323567948,1
1324180814,1
1335841165,1
1343292967,1
1356593833,1
1362191299,1
1371618385,1
1387302414,1
1387688922,1
1397958973,1
1404590618,1
1416584508,1
1472695399,1
1482160484,1
1514068152,1
1559460626,1
1568130360,1
1598007750,1
1612394348,1
1638231860,1
1644008906,1
1657201830,1
1669854782,1
1687185738,1
1691574356,1
1703445655,1
1716322927,1
1718459486,1
1844730637,1
1852240226,1
1856287884,1
1860571140,1
1867843520,1
1874009606,1
1903382054,1
1907462197,1
1910442534,1
1932851846,1
1944241932,1
1964571728,1
1976168742,1
2175607404,1
2177710981,1
2180479366,1
2234683241,1
2242180784,1
2259866124,1
2280470022,1
2308483814,1
2396003492,1
2427039719,1
2443518684,1
2482449230,1
2524319791,1
2540694014,1
2602959463,1
2616826076,1
2668909476,1
2785480981,1
2809132018,1
2809371185,1
2876587889,1
2884106770,1
2949204853,1
2986170274,1
3021568204,1
3074794935,1
3177475255,1
3241480459,1
3257030377,1
3440200642,1
3891538401,1
4861032891,1
717618747423350000,1
